264,蜜枣
265,银耳
266,猪腿肉
267,虾皮
268,小白菜
269,猪腰
270,明虾
271,鲍鱼
272,花卷
273,芋头
274,菜花
275,榴莲
276,西米
277,西柚
278,石榴
279,番石榴
280,芦荟
281,大米
282,冬菇
283,桔梗
284,荞麦
285,荞麦面
286,百香果
287,扇贝
288,虾
289,柿子
290,黄花鱼
291,芦笋
292,毛笋
293,猪血
294,剁椒
295,黑珍珠
296,杏仁
297,豆芽
298,肉丁
299,金橘
300,鳝鱼
301,牛鞭
302,杜仲
303,猪头肉
304,扁豆
305,海瓜子
306,螃蟹
307,鸭舌
308,板鸭
309,腰果
310,白果
311,山楂
312,甘草
313,魔芋
314,鲷鱼
315,牛油果
316,樱桃
317,海螺
318,鱼骨
319,滑子菇
320,香米
321,葡萄干
322,花生米
323,红萝卜
324,玫瑰花
325,菊花
326,鲨鱼
327,海龙
328,茼蒿
329,鲅鱼
330,金瓜
331,海蜇皮
332,鱼肚
333,橄榄
334,蟹黄
335,紫薯
336,鸡腿菇
337,蕨根粉
338,河虾
339,猪皮
340,鲤鱼
341,圆白菜
342,鸡蛋黄
343,马蹄
344,香茅
345,鲑鱼
346,牛蒡
347,鸭掌
348,苦苣
349,沙丁鱼
350,武昌鱼
351,橘子
352,虾米
353,榛蘑
354,罗汉果
355,龙须菜
356,柴鸡
357,文蛤
358,芥兰
359,牛舌
360,牛心
361,蚕蛹
362,青鱼
363,蛏子
364,草头
365,青蒜
366,茶叶
367,莴苣
368,黑豆
369,海虾
370,鲜贝
371,猕猴桃
372,火龙果
373,羊肚
374,河蚌
375,猪头皮
376,母鸡
377,芸豆
378,鸡骨草
379,鸡骨
380,莼菜
381,芥菜
382,紫苏
383,花生仁
384,公鸡
385,香椿
386,鸡肝
387,甜椒
388,甲鱼
389,大麦
390,布朗
391,榛子
392,乌骨鸡
393,韭菜花
394,苦菜
395,蒜
396,油麦菜
397,红果
398,鹿肉
399,树莓
400,菠萝蜜
401,蒜黄
402,川贝
403,无花果
404,甘蓝
405,小龙虾
406,桑葚
407,豆苗
408,荷叶
409,肉桂
410,栗子
411,蚕豆
412,苜蓿
413,鹅肉
414,牛头
415,柿子椒
416,对虾
417,红螺
418,木耳菜
419,马兰头
420,鳜鱼
421,鹅蛋
422,青梅
423,皮皮虾
424,海兔
425,羊腿
426,羊头
427,牛至
428,草虾
429,鱼翅
430,香瓜
431,柑桔
432,沙参
433,元宵
434,鱼肠
435,秋葵
436,长豇豆
437,开心果
438,青虾
439,小豆
440,羊肠
441,花椰菜
442,海虹
443,小麦
444,西番莲
445,酸枣
446,黄骨鱼
447,龙眼
448,竹荪
449,泥鳅
450,甘蔗
451,黄芪
452,青口
453,葱白
454,瓜子仁
455,猪肠
456,海胆
457,霸王花
458,茯苓
459,油桃
460,金银花
461,白鱼
462,羊蹄
463,沙鸡
464,甘薯
465,杨梅
466,黄鳝
467,红辣椒
468,芡实
469,阿胶
470,西瓜子
471,菱角
472,麻鸭
473,春笋
474,象拔蚌
475,水芹
476,梭子蟹
477,醋栗
478,鲣鱼
479,兔肉
480,羊奶
481,黑莓
482,罗非鱼
483,木豆
484,籼米
485,大闸蟹
486,青蟹
487,鲟鱼
488,口蘑
489,冬虫夏草
490,覆盆子
491,比目鱼
492,山羊肉
493,旗鱼
494,花菇
495,淡菜
496,穿心莲
497,石花菜
498,麦芽
499,菜瓜
500,桃仁
501,金线鱼
502,奶白菜
503,高粱
504,燕窝
505,河蟹
506,灵芝
507,蝎子
508,羊蝎子
509,羊骨
510,蜂蛹
511,枸杞子
512,李子
513,石斑鱼
514,高粱米
515,乌鱼
516,蛏干
517,桔子
518,笋瓜
519,洋姜
520,黄米
521,菜苔
522,南瓜子
523,苋菜
524,白灵菇
525,枇杷
526,益母草
527,豆薯
528,槟榔
529,花蟹
530,毛蛋
531,决明
532,羊眼
533,虱目鱼
534,雪莲子
535,腔骨
536,芙蓉花
537,豆荚
538,山核桃
539,鸡血
540,甜菜
541,麻仁
542,沙棘
543,河田鸡
544,鲇鱼
545,黑枣
546,牛肝菌
547,甜瓜
548,豌豆苗
549,百里香
550,杨桃
551,芭蕉
552,释迦
553,鱼唇
554,凤尾鱼
555,长茄子
556,山竹
557,凤尾菇
558,凉薯
559,牡蛎
560,紫草
561,芦柑
562,海马
563,鹿茸
564,苹果梨
565,白芝麻
566,盖菜
567,猴头菇
568,豆瓣菜
569,野菊
570,青稞
571,鳗鲡
572,酥梨
573,鲥鱼
574,鸭梨
575,红毛丹
576,地衣
577,佛手瓜
578,冬枣
579,鹧鸪
580,青萝卜
581,首乌
582,冬菜
583,乌贼
584,金针菜
585,雪里蕻
586,红花
587,猪蹄膀
588,红尖椒
589,松蘑
590,斑鸠
591,车前草
592,荸荠
593,黄姜
594,加吉鱼
595,高梁
596,黑麦
597,水萝卜
598,苤蓝
599,海蟹
600,朝天椒
601,藿香
602,鳄梨
603,鹰嘴豆
604,黄秋葵
605,莲雾
606,葵花子
607,葛根
608,乌鱼蛋
609,白芸豆
610,槐花
611,梭鱼
612,牡丹花
613,粳米
614,羊舌
615,夏枯草
616,人参果
617,琼脂
618,海鳗
619,鱼腥草
620,箭鱼
621,沙果
622,木薯
623,石螺
624,洋菇
625,欧芹
626,稻米
627,金莲花
628,杏子
629,麸皮
630,刺梨
631,面团
632,鱼鳔
633,枣仁
634,赤小豆
635,节瓜
636,宝塔菜
637,河豚
638,水蛇
639,小扁豆
640,白兰瓜
641,鳟鱼
642,火麻仁
643,白芷
644,七星鱼
645,桃脯
646,四棱豆
647,金钱草
648,杜鹃花
649,灯笼椒
650,红肖梨
651,鳙鱼
652,金丝小枣
653,麦穗鱼
654,玉米须
655,胡柚
656,佛手柑
657,马齿苋
658,香榧
659,木槿
660,慈姑
661,舌鳎
662,虹鳟鱼
663,金樱子
664,白扁豆
665,菊苣
666,砂仁
667,南极虾
668,紫玉米
669,银杏果
670,香榧子
671,丁香花
672,芥菜头
673,高粱面
674,紫罗兰花
675,蛤蚧
676,蔊菜
677,狗肉
678,海狗
679,蛇肉
680,蒲桃
681,柴胡
682,梅童鱼
683,榆钱
684,红曲米
685,艾蒿
686,乌鳢
687,青蛙肉
688,番杏
689,京白梨
690,西谷米
691,红景天
692,仙人掌果
693,鸭广梨
694,骆驼肉
695,双孢菇
696,海蛇
697,鸡内金
698,地肤
699,分葱
700,积雪草
701,清明菜
702,虎杖
703,沙钻鱼
704,肉豆蔻
705,胡枝子
706,乌塌菜
707,湟鱼
708,老鼠瓜
709,赤眼鳟
710,高良姜
711,咸香
712,鲜香
713,奶香
714,果味
715,甜
716,清淡
717,酸
718,烧烤味
719,辣
720,椒香味
721,香辣味
722,酥脆
723,蒜香
724,咸
725,酱香
726,酒香
727,鱼香
728,蚝香
729,葱香
730,孜然味
731,咖喱味
732,番茄味
733,家常味
734,洋葱味
735,五香
736,甜香
737,酸辣
738,麻
739,黑椒味
740,椒盐味
741,麻辣味
742,糖醋味
743,鲜辣
744,花香
745,豉香
746,青椒味
747,芥末味
748,姜味
749,麻酱味
750,咸鲜
751,苦
752,红油味
753,爽口
754,甜辣
755,豆瓣味
756,微辣
757,重辣
758,酸甜
759,怪味
760,中辣
761,咸辣
762,蕺菜
763,椒香
764,枳壳
